user_id,source_strategy,source_strategy_idx,n_trades_original,n_trades_perturbed
U_04_00,养殖etf增强,4,336,311
U_04_01,养殖etf增强,4,336,289
U_04_02,养殖etf增强,4,336,305
U_04_03,养殖etf增强,4,336,308
U_04_04,养殖etf增强,4,336,296
U_04_05,养殖etf增强,4,336,298
U_04_06,养殖etf增强,4,336,310
U_04_07,养殖etf增强,4,336,325
U_04_08,养殖etf增强,4,336,296
U_04_09,养殖etf增强,4,336,293
U_04_10,养殖etf增强,4,336,282
U_04_11,养殖etf增强,4,336,320
U_04_12,养殖etf增强,4,336,286
U_04_13,养殖etf增强,4,336,305
U_04_14,养殖etf增强,4,336,301
U_04_15,养殖etf增强,4,336,296
U_04_16,养殖etf增强,4,336,309
U_04_17,养殖etf增强,4,336,302
U_04_18,养殖etf增强,4,336,305
U_04_19,养殖etf增强,4,336,306
U_05_00,军工etf增强,5,441,391
U_05_01,军工etf增强,5,441,391
U_05_02,军工etf增强,5,441,404
U_05_03,军工etf增强,5,441,414
U_05_04,军工etf增强,5,441,411
U_05_05,军工etf增强,5,441,395
U_05_06,军工etf增强,5,441,407
U_05_07,军工etf增强,5,441,399
U_05_08,军工etf增强,5,441,391
U_05_09,军工etf增强,5,441,388
U_05_10,军工etf增强,5,441,391
U_05_11,军工etf增强,5,441,374
U_05_12,军工etf增强,5,441,391
U_05_13,军工etf增强,5,441,404
U_05_14,军工etf增强,5,441,405
U_05_15,军工etf增强,5,441,408
U_05_16,军工etf增强,5,441,389
U_05_17,军工etf增强,5,441,391
U_05_18,军工etf增强,5,441,393
U_05_19,军工etf增强,5,441,407
U_06_00,创业板300ETF增强,6,904,822
U_06_01,创业板300ETF增强,6,904,801
U_06_02,创业板300ETF增强,6,904,802
U_06_03,创业板300ETF增强,6,904,818
U_06_04,创业板300ETF增强,6,904,857
U_06_05,创业板300ETF增强,6,904,840
U_06_06,创业板300ETF增强,6,904,821
U_06_07,创业板300ETF增强,6,904,838
U_06_08,创业板300ETF增强,6,904,764
U_06_09,创业板300ETF增强,6,904,877
U_06_10,创业板300ETF增强,6,904,789
U_06_11,创业板300ETF增强,6,904,836
U_06_12,创业板300ETF增强,6,904,792
U_06_13,创业板300ETF增强,6,904,871
U_06_14,创业板300ETF增强,6,904,801
U_06_15,创业板300ETF增强,6,904,845
U_06_16,创业板300ETF增强,6,904,872
U_06_17,创业板300ETF增强,6,904,849
U_06_18,创业板300ETF增强,6,904,848
U_06_19,创业板300ETF增强,6,904,822
U_07_00,创业板增强,7,704,628
U_07_01,创业板增强,7,704,678
U_07_02,创业板增强,7,704,681
U_07_03,创业板增强,7,704,704
U_07_04,创业板增强,7,704,686
U_07_05,创业板增强,7,704,628
U_07_06,创业板增强,7,704,680
U_07_07,创业板增强,7,704,599
U_07_08,创业板增强,7,704,615
U_07_09,创业板增强,7,704,628
U_07_10,创业板增强,7,704,638
U_07_11,创业板增强,7,704,661
U_07_12,创业板增强,7,704,647
U_07_13,创业板增强,7,704,632
U_07_14,创业板增强,7,704,660
U_07_15,创业板增强,7,704,632
U_07_16,创业板增强,7,704,632
U_07_17,创业板增强,7,704,663
U_07_18,创业板增强,7,704,635
U_07_19,创业板增强,7,704,592
U_08_00,动量趋势策略,8,3398,3279
U_08_01,动量趋势策略,8,3398,2973
U_08_02,动量趋势策略,8,3398,3079
U_08_03,动量趋势策略,8,3398,3053
U_08_04,动量趋势策略,8,3398,3139
U_08_05,动量趋势策略,8,3398,3010
U_08_06,动量趋势策略,8,3398,3176
U_08_07,动量趋势策略,8,3398,3131
U_08_08,动量趋势策略,8,3398,3018
U_08_09,动量趋势策略,8,3398,3258
U_08_10,动量趋势策略,8,3398,3250
U_08_11,动量趋势策略,8,3398,2972
U_08_12,动量趋势策略,8,3398,3148
U_08_13,动量趋势策略,8,3398,3134
U_08_14,动量趋势策略,8,3398,2967
U_08_15,动量趋势策略,8,3398,3194
U_08_16,动量趋势策略,8,3398,3251
U_08_17,动量趋势策略,8,3398,3107
U_08_18,动量趋势策略,8,3398,2994
U_08_19,动量趋势策略,8,3398,2983
U_09_00,化工ETF优选策略,9,403,373
U_09_01,化工ETF优选策略,9,403,365
U_09_02,化工ETF优选策略,9,403,367
U_09_03,化工ETF优选策略,9,403,381
U_09_04,化工ETF优选策略,9,403,365
U_09_05,化工ETF优选策略,9,403,369
U_09_06,化工ETF优选策略,9,403,363
U_09_07,化工ETF优选策略,9,403,381
U_09_08,化工ETF优选策略,9,403,360
U_09_09,化工ETF优选策略,9,403,370
U_09_10,化工ETF优选策略,9,403,365
U_09_11,化工ETF优选策略,9,403,359
U_09_12,化工ETF优选策略,9,403,368
U_09_13,化工ETF优选策略,9,403,361
U_09_14,化工ETF优选策略,9,403,336
U_09_15,化工ETF优选策略,9,403,375
U_09_16,化工ETF优选策略,9,403,372
U_09_17,化工ETF优选策略,9,403,373
U_09_18,化工ETF优选策略,9,403,377
U_09_19,化工ETF优选策略,9,403,371
U_10_00,医疗etf增强,10,474,471
U_10_01,医疗etf增强,10,474,453
U_10_02,医疗etf增强,10,474,433
U_10_03,医疗etf增强,10,474,444
U_10_04,医疗etf增强,10,474,409
U_10_05,医疗etf增强,10,474,440
U_10_06,医疗etf增强,10,474,441
U_10_07,医疗etf增强,10,474,460
U_10_08,医疗etf增强,10,474,443
U_10_09,医疗etf增强,10,474,450
U_10_10,医疗etf增强,10,474,464
U_10_11,医疗etf增强,10,474,421
U_10_12,医疗etf增强,10,474,471
U_10_13,医疗etf增强,10,474,408
U_10_14,医疗etf增强,10,474,441
U_10_15,医疗etf增强,10,474,450
U_10_16,医疗etf增强,10,474,413
U_10_17,医疗etf增强,10,474,457
U_10_18,医疗etf增强,10,474,409
U_10_19,医疗etf增强,10,474,430
U_11_00,半导体优选策略,11,281,255
U_11_01,半导体优选策略,11,281,265
U_11_02,半导体优选策略,11,281,257
U_11_03,半导体优选策略,11,281,272
U_11_04,半导体优选策略,11,281,251
U_11_05,半导体优选策略,11,281,248
U_11_06,半导体优选策略,11,281,248
U_11_07,半导体优选策略,11,281,242
U_11_08,半导体优选策略,11,281,240
U_11_09,半导体优选策略,11,281,264
U_11_10,半导体优选策略,11,281,278
U_11_11,半导体优选策略,11,281,257
U_11_12,半导体优选策略,11,281,255
U_11_13,半导体优选策略,11,281,254
U_11_14,半导体优选策略,11,281,270
U_11_15,半导体优选策略,11,281,247
U_11_16,半导体优选策略,11,281,259
U_11_17,半导体优选策略,11,281,277
U_11_18,半导体优选策略,11,281,254
U_11_19,半导体优选策略,11,281,268
U_12_00,双创50增强,12,732,707
U_12_01,双创50增强,12,732,719
U_12_02,双创50增强,12,732,693
U_12_03,双创50增强,12,732,679
U_12_04,双创50增强,12,732,653
U_12_05,双创50增强,12,732,693
U_12_06,双创50增强,12,732,674
U_12_07,双创50增强,12,732,709
U_12_08,双创50增强,12,732,681
U_12_09,双创50增强,12,732,723
U_12_10,双创50增强,12,732,696
U_12_11,双创50增强,12,732,675
U_12_12,双创50增强,12,732,662
U_12_13,双创50增强,12,732,687
U_12_14,双创50增强,12,732,695
U_12_15,双创50增强,12,732,684
U_12_16,双创50增强,12,732,689
U_12_17,双创50增强,12,732,635
U_12_18,双创50增强,12,732,664
U_12_19,双创50增强,12,732,652
U_13_00,国企etf增强,13,581,509
U_13_01,国企etf增强,13,581,517
U_13_02,国企etf增强,13,581,549
U_13_03,国企etf增强,13,581,501
U_13_04,国企etf增强,13,581,546
U_13_05,国企etf增强,13,581,513
U_13_06,国企etf增强,13,581,574
U_13_07,国企etf增强,13,581,503
U_13_08,国企etf增强,13,581,517
U_13_09,国企etf增强,13,581,516
U_13_10,国企etf增强,13,581,515
U_13_11,国企etf增强,13,581,500
U_13_12,国企etf增强,13,581,498
U_13_13,国企etf增强,13,581,516
U_13_14,国企etf增强,13,581,548
U_13_15,国企etf增强,13,581,528
U_13_16,国企etf增强,13,581,540
U_13_17,国企etf增强,13,581,549
U_13_18,国企etf增强,13,581,526
U_13_19,国企etf增强,13,581,500
U_14_00,国证2000ETF增强,14,898,858
U_14_01,国证2000ETF增强,14,898,825
U_14_02,国证2000ETF增强,14,898,820
U_14_03,国证2000ETF增强,14,898,810
U_14_04,国证2000ETF增强,14,898,766
U_14_05,国证2000ETF增强,14,898,811
U_14_06,国证2000ETF增强,14,898,840
U_14_07,国证2000ETF增强,14,898,830
U_14_08,国证2000ETF增强,14,898,821
U_14_09,国证2000ETF增强,14,898,861
U_14_10,国证2000ETF增强,14,898,837
U_14_11,国证2000ETF增强,14,898,816
U_14_12,国证2000ETF增强,14,898,787
U_14_13,国证2000ETF增强,14,898,813
U_14_14,国证2000ETF增强,14,898,766
U_14_15,国证2000ETF增强,14,898,853
U_14_16,国证2000ETF增强,14,898,818
U_14_17,国证2000ETF增强,14,898,777
U_14_18,国证2000ETF增强,14,898,850
U_14_19,国证2000ETF增强,14,898,812
U_15_00,均衡持仓,15,1184,1056
U_15_01,均衡持仓,15,1184,1033
U_15_02,均衡持仓,15,1184,1069
U_15_03,均衡持仓,15,1184,1139
U_15_04,均衡持仓,15,1184,1056
U_15_05,均衡持仓,15,1184,1106
U_15_06,均衡持仓,15,1184,1037
U_15_07,均衡持仓,15,1184,1168
U_15_08,均衡持仓,15,1184,1049
U_15_09,均衡持仓,15,1184,1122
U_15_10,均衡持仓,15,1184,1124
U_15_11,均衡持仓,15,1184,1106
U_15_12,均衡持仓,15,1184,1107
U_15_13,均衡持仓,15,1184,1135
U_15_14,均衡持仓,15,1184,1153
U_15_15,均衡持仓,15,1184,1088
U_15_16,均衡持仓,15,1184,1127
U_15_17,均衡持仓,15,1184,1110
U_15_18,均衡持仓,15,1184,1019
U_15_19,均衡持仓,15,1184,1113
U_16_00,形态识别,16,5767,4946
U_16_01,形态识别,16,5767,5465
U_16_02,形态识别,16,5767,5302
U_16_03,形态识别,16,5767,5623
U_16_04,形态识别,16,5767,5272
U_16_05,形态识别,16,5767,5233
U_16_06,形态识别,16,5767,5013
U_16_07,形态识别,16,5767,5183
U_16_08,形态识别,16,5767,5146
U_16_09,形态识别,16,5767,4983
U_16_10,形态识别,16,5767,5289
U_16_11,形态识别,16,5767,5375
U_16_12,形态识别,16,5767,5405
U_16_13,形态识别,16,5767,5499
U_16_14,形态识别,16,5767,5476
U_16_15,形态识别,16,5767,4967
U_16_16,形态识别,16,5767,5422
U_16_17,形态识别,16,5767,4989
U_16_18,形态识别,16,5767,5144
U_16_19,形态识别,16,5767,5322
U_17_00,成长红利量化选股,17,2142,1972
U_17_01,成长红利量化选股,17,2142,1920
U_17_02,成长红利量化选股,17,2142,1822
U_17_03,成长红利量化选股,17,2142,1914
U_17_04,成长红利量化选股,17,2142,1913
U_17_05,成长红利量化选股,17,2142,1872
U_17_06,成长红利量化选股,17,2142,2020
U_17_07,成长红利量化选股,17,2142,2011
U_17_08,成长红利量化选股,17,2142,2032
U_17_09,成长红利量化选股,17,2142,1796
U_17_10,成长红利量化选股,17,2142,1961
U_17_11,成长红利量化选股,17,2142,2091
U_17_12,成长红利量化选股,17,2142,1973
U_17_13,成长红利量化选股,17,2142,1970
U_17_14,成长红利量化选股,17,2142,1900
U_17_15,成长红利量化选股,17,2142,1893
U_17_16,成长红利量化选股,17,2142,1893
U_17_17,成长红利量化选股,17,2142,2010
U_17_18,成长红利量化选股,17,2142,2094
U_17_19,成长红利量化选股,17,2142,2037
U_18_00,房地产etf增强,18,265,252
U_18_01,房地产etf增强,18,265,223
U_18_02,房地产etf增强,18,265,249
U_18_03,房地产etf增强,18,265,244
U_18_04,房地产etf增强,18,265,238
U_18_05,房地产etf增强,18,265,227
U_18_06,房地产etf增强,18,265,240
U_18_07,房地产etf增强,18,265,248
U_18_08,房地产etf增强,18,265,242
U_18_09,房地产etf增强,18,265,239
U_18_10,房地产etf增强,18,265,234
U_18_11,房地产etf增强,18,265,246
U_18_12,房地产etf增强,18,265,236
U_18_13,房地产etf增强,18,265,246
U_18_14,房地产etf增强,18,265,237
U_18_15,房地产etf增强,18,265,242
U_18_16,房地产etf增强,18,265,229
U_18_17,房地产etf增强,18,265,234
U_18_18,房地产etf增强,18,265,242
U_18_19,房地产etf增强,18,265,233
U_19_00,旅游etf增强,19,1004,906
U_19_01,旅游etf增强,19,1004,874
U_19_02,旅游etf增强,19,1004,910
U_19_03,旅游etf增强,19,1004,947
U_19_04,旅游etf增强,19,1004,873
U_19_05,旅游etf增强,19,1004,872
U_19_06,旅游etf增强,19,1004,905
U_19_07,旅游etf增强,19,1004,933
U_19_08,旅游etf增强,19,1004,900
U_19_09,旅游etf增强,19,1004,904
U_19_10,旅游etf增强,19,1004,944
U_19_11,旅游etf增强,19,1004,859
U_19_12,旅游etf增强,19,1004,937
U_19_13,旅游etf增强,19,1004,889
U_19_14,旅游etf增强,19,1004,913
U_19_15,旅游etf增强,19,1004,875
U_19_16,旅游etf增强,19,1004,937
U_19_17,旅游etf增强,19,1004,926
U_19_18,旅游etf增强,19,1004,910
U_19_19,旅游etf增强,19,1004,894
U_20_00,朝花夕拾策略,20,250,230
U_20_01,朝花夕拾策略,20,250,217
U_20_02,朝花夕拾策略,20,250,214
U_20_03,朝花夕拾策略,20,250,231
U_20_04,朝花夕拾策略,20,250,218
U_20_05,朝花夕拾策略,20,250,240
U_20_06,朝花夕拾策略,20,250,229
U_20_07,朝花夕拾策略,20,250,228
U_20_08,朝花夕拾策略,20,250,241
U_20_09,朝花夕拾策略,20,250,210
U_20_10,朝花夕拾策略,20,250,222
U_20_11,朝花夕拾策略,20,250,210
U_20_12,朝花夕拾策略,20,250,226
U_20_13,朝花夕拾策略,20,250,230
U_20_14,朝花夕拾策略,20,250,241
U_20_15,朝花夕拾策略,20,250,226
U_20_16,朝花夕拾策略,20,250,229
U_20_17,朝花夕拾策略,20,250,215
U_20_18,朝花夕拾策略,20,250,217
U_20_19,朝花夕拾策略,20,250,236
U_21_00,机器人ETF优选策略,21,366,324
U_21_01,机器人ETF优选策略,21,366,331
U_21_02,机器人ETF优选策略,21,366,318
U_21_03,机器人ETF优选策略,21,366,307
U_21_04,机器人ETF优选策略,21,366,356
U_21_05,机器人ETF优选策略,21,366,323
U_21_06,机器人ETF优选策略,21,366,325
U_21_07,机器人ETF优选策略,21,366,341
U_21_08,机器人ETF优选策略,21,366,302
U_21_09,机器人ETF优选策略,21,366,334
U_21_10,机器人ETF优选策略,21,366,348
U_21_11,机器人ETF优选策略,21,366,337
U_21_12,机器人ETF优选策略,21,366,325
U_21_13,机器人ETF优选策略,21,366,338
U_21_14,机器人ETF优选策略,21,366,343
U_21_15,机器人ETF优选策略,21,366,322
U_21_16,机器人ETF优选策略,21,366,319
U_21_17,机器人ETF优选策略,21,366,345
U_21_18,机器人ETF优选策略,21,366,323
U_21_19,机器人ETF优选策略,21,366,321
U_22_00,杠铃,22,1140,1042
U_22_01,杠铃,22,1140,986
U_22_02,杠铃,22,1140,1045
U_22_03,杠铃,22,1140,1009
U_22_04,杠铃,22,1140,1062
U_22_05,杠铃,22,1140,1020
U_22_06,杠铃,22,1140,998
U_22_07,杠铃,22,1140,973
U_22_08,杠铃,22,1140,1002
U_22_09,杠铃,22,1140,1008
U_22_10,杠铃,22,1140,1045
U_22_11,杠铃,22,1140,1021
U_22_12,杠铃,22,1140,1004
U_22_13,杠铃,22,1140,1048
U_22_14,杠铃,22,1140,1026
U_22_15,杠铃,22,1140,956
U_22_16,杠铃,22,1140,1012
U_22_17,杠铃,22,1140,999
U_22_18,杠铃,22,1140,1036
U_22_19,杠铃,22,1140,1038
U_23_00,沪深300增强策略,23,97,85
U_23_01,沪深300增强策略,23,97,93
U_23_02,沪深300增强策略,23,97,85
U_23_03,沪深300增强策略,23,97,84
U_23_04,沪深300增强策略,23,97,85
U_23_05,沪深300增强策略,23,97,87
U_23_06,沪深300增强策略,23,97,82
U_23_07,沪深300增强策略,23,97,84
U_23_08,沪深300增强策略,23,97,88
U_23_09,沪深300增强策略,23,97,84
U_23_10,沪深300增强策略,23,97,90
U_23_11,沪深300增强策略,23,97,82
U_23_12,沪深300增强策略,23,97,85
U_23_13,沪深300增强策略,23,97,85
U_23_14,沪深300增强策略,23,97,93
U_23_15,沪深300增强策略,23,97,85
U_23_16,沪深300增强策略,23,97,84
U_23_17,沪深300增强策略,23,97,85
U_23_18,沪深300增强策略,23,97,84
U_23_19,沪深300增强策略,23,97,87
U_24_00,游戏etf增强,24,462,425
U_24_01,游戏etf增强,24,462,419
U_24_02,游戏etf增强,24,462,429
U_24_03,游戏etf增强,24,462,440
U_24_04,游戏etf增强,24,462,413
U_24_05,游戏etf增强,24,462,398
U_24_06,游戏etf增强,24,462,421
U_24_07,游戏etf增强,24,462,395
U_24_08,游戏etf增强,24,462,438
U_24_09,游戏etf增强,24,462,433
U_24_10,游戏etf增强,24,462,421
U_24_11,游戏etf增强,24,462,392
U_24_12,游戏etf增强,24,462,428
U_24_13,游戏etf增强,24,462,409
U_24_14,游戏etf增强,24,462,418
U_24_15,游戏etf增强,24,462,408
U_24_16,游戏etf增强,24,462,398
U_24_17,游戏etf增强,24,462,428
U_24_18,游戏etf增强,24,462,408
U_24_19,游戏etf增强,24,462,404
U_25_00,煤炭周期优选动态轮动策略,25,279,271
U_25_01,煤炭周期优选动态轮动策略,25,279,270
U_25_02,煤炭周期优选动态轮动策略,25,279,239
U_25_03,煤炭周期优选动态轮动策略,25,279,247
U_25_04,煤炭周期优选动态轮动策略,25,279,272
U_25_05,煤炭周期优选动态轮动策略,25,279,267
U_25_06,煤炭周期优选动态轮动策略,25,279,258
U_25_07,煤炭周期优选动态轮动策略,25,279,262
U_25_08,煤炭周期优选动态轮动策略,25,279,254
U_25_09,煤炭周期优选动态轮动策略,25,279,238
U_25_10,煤炭周期优选动态轮动策略,25,279,265
U_25_11,煤炭周期优选动态轮动策略,25,279,264
U_25_12,煤炭周期优选动态轮动策略,25,279,248
U_25_13,煤炭周期优选动态轮动策略,25,279,256
U_25_14,煤炭周期优选动态轮动策略,25,279,259
U_25_15,煤炭周期优选动态轮动策略,25,279,269
U_25_16,煤炭周期优选动态轮动策略,25,279,252
U_25_17,煤炭周期优选动态轮动策略,25,279,248
U_25_18,煤炭周期优选动态轮动策略,25,279,246
U_25_19,煤炭周期优选动态轮动策略,25,279,260
U_26_00,申万动量,26,224,219
U_26_01,申万动量,26,224,202
U_26_02,申万动量,26,224,211
U_26_03,申万动量,26,224,197
U_26_04,申万动量,26,224,197
U_26_05,申万动量,26,224,199
U_26_06,申万动量,26,224,208
U_26_07,申万动量,26,224,198
U_26_08,申万动量,26,224,201
U_26_09,申万动量,26,224,206
U_26_10,申万动量,26,224,213
U_26_11,申万动量,26,224,214
U_26_12,申万动量,26,224,202
U_26_13,申万动量,26,224,211
U_26_14,申万动量,26,224,203
U_26_15,申万动量,26,224,187
U_26_16,申万动量,26,224,220
U_26_17,申万动量,26,224,204
U_26_18,申万动量,26,224,212
U_26_19,申万动量,26,224,198
U_27_00,科创参数加强板,27,1761,1494
U_27_01,科创参数加强板,27,1761,1579
U_27_02,科创参数加强板,27,1761,1556
U_27_03,科创参数加强板,27,1761,1571
U_27_04,科创参数加强板,27,1761,1561
U_27_05,科创参数加强板,27,1761,1624
U_27_06,科创参数加强板,27,1761,1615
U_27_07,科创参数加强板,27,1761,1695
U_27_08,科创参数加强板,27,1761,1560
U_27_09,科创参数加强板,27,1761,1538
U_27_10,科创参数加强板,27,1761,1559
U_27_11,科创参数加强板,27,1761,1544
U_27_12,科创参数加强板,27,1761,1616
U_27_13,科创参数加强板,27,1761,1545
U_27_14,科创参数加强板,27,1761,1692
U_27_15,科创参数加强板,27,1761,1523
U_27_16,科创参数加强板,27,1761,1572
U_27_17,科创参数加强板,27,1761,1613
U_27_18,科创参数加强板,27,1761,1633
U_27_19,科创参数加强板,27,1761,1587
U_28_00,综合全,28,522,472
U_28_01,综合全,28,522,471
U_28_02,综合全,28,522,478
U_28_03,综合全,28,522,479
U_28_04,综合全,28,522,447
U_28_05,综合全,28,522,453
U_28_06,综合全,28,522,502
U_28_07,综合全,28,522,470
U_28_08,综合全,28,522,491
U_28_09,综合全,28,522,450
U_28_10,综合全,28,522,478
U_28_11,综合全,28,522,466
U_28_12,综合全,28,522,478
U_28_13,综合全,28,522,501
U_28_14,综合全,28,522,492
U_28_15,综合全,28,522,446
U_28_16,综合全,28,522,470
U_28_17,综合全,28,522,482
U_28_18,综合全,28,522,508
U_28_19,综合全,28,522,471
U_29_00,综合拆分1,29,500,450
U_29_01,综合拆分1,29,500,488
U_29_02,综合拆分1,29,500,483
U_29_03,综合拆分1,29,500,434
U_29_04,综合拆分1,29,500,471
U_29_05,综合拆分1,29,500,454
U_29_06,综合拆分1,29,500,472
U_29_07,综合拆分1,29,500,482
U_29_08,综合拆分1,29,500,445
U_29_09,综合拆分1,29,500,464
U_29_10,综合拆分1,29,500,455
U_29_11,综合拆分1,29,500,450
U_29_12,综合拆分1,29,500,432
U_29_13,综合拆分1,29,500,463
U_29_14,综合拆分1,29,500,443
U_29_15,综合拆分1,29,500,441
U_29_16,综合拆分1,29,500,435
U_29_17,综合拆分1,29,500,469
U_29_18,综合拆分1,29,500,430
U_29_19,综合拆分1,29,500,487
U_30_00,综合拆分2,30,519,459
U_30_01,综合拆分2,30,519,479
U_30_02,综合拆分2,30,519,462
U_30_03,综合拆分2,30,519,449
U_30_04,综合拆分2,30,519,441
U_30_05,综合拆分2,30,519,465
U_30_06,综合拆分2,30,519,499
U_30_07,综合拆分2,30,519,440
U_30_08,综合拆分2,30,519,499
U_30_09,综合拆分2,30,519,495
U_30_10,综合拆分2,30,519,464
U_30_11,综合拆分2,30,519,454
U_30_12,综合拆分2,30,519,498
U_30_13,综合拆分2,30,519,491
U_30_14,综合拆分2,30,519,440
U_30_15,综合拆分2,30,519,479
U_30_16,综合拆分2,30,519,448
U_30_17,综合拆分2,30,519,485
U_30_18,综合拆分2,30,519,480
U_30_19,综合拆分2,30,519,490
U_31_00,行业etf增强,31,503,456
U_31_01,行业etf增强,31,503,454
U_31_02,行业etf增强,31,503,435
U_31_03,行业etf增强,31,503,458
U_31_04,行业etf增强,31,503,431
U_31_05,行业etf增强,31,503,495
U_31_06,行业etf增强,31,503,436
U_31_07,行业etf增强,31,503,455
U_31_08,行业etf增强,31,503,449
U_31_09,行业etf增强,31,503,444
U_31_10,行业etf增强,31,503,448
U_31_11,行业etf增强,31,503,437
U_31_12,行业etf增强,31,503,468
U_31_13,行业etf增强,31,503,460
U_31_14,行业etf增强,31,503,449
U_31_15,行业etf增强,31,503,463
U_31_16,行业etf增强,31,503,467
U_31_17,行业etf增强,31,503,450
U_31_18,行业etf增强,31,503,476
U_31_19,行业etf增强,31,503,435
U_32_00,计算机ETF优选策略,32,283,269
U_32_01,计算机ETF优选策略,32,283,265
U_32_02,计算机ETF优选策略,32,283,264
U_32_03,计算机ETF优选策略,32,283,272
U_32_04,计算机ETF优选策略,32,283,251
U_32_05,计算机ETF优选策略,32,283,267
U_32_06,计算机ETF优选策略,32,283,267
U_32_07,计算机ETF优选策略,32,283,252
U_32_08,计算机ETF优选策略,32,283,255
U_32_09,计算机ETF优选策略,32,283,267
U_32_10,计算机ETF优选策略,32,283,243
U_32_11,计算机ETF优选策略,32,283,252
U_32_12,计算机ETF优选策略,32,283,260
U_32_13,计算机ETF优选策略,32,283,272
U_32_14,计算机ETF优选策略,32,283,270
U_32_15,计算机ETF优选策略,32,283,273
U_32_16,计算机ETF优选策略,32,283,243
U_32_17,计算机ETF优选策略,32,283,264
U_32_18,计算机ETF优选策略,32,283,269
U_32_19,计算机ETF优选策略,32,283,282
U_33_00,通信etf增强,33,347,334
U_33_01,通信etf增强,33,347,298
U_33_02,通信etf增强,33,347,312
U_33_03,通信etf增强,33,347,335
U_33_04,通信etf增强,33,347,307
U_33_05,通信etf增强,33,347,332
U_33_06,通信etf增强,33,347,326
U_33_07,通信etf增强,33,347,318
U_33_08,通信etf增强,33,347,316
U_33_09,通信etf增强,33,347,320
U_33_10,通信etf增强,33,347,310
U_33_11,通信etf增强,33,347,300
U_33_12,通信etf增强,33,347,342
U_33_13,通信etf增强,33,347,344
U_33_14,通信etf增强,33,347,308
U_33_15,通信etf增强,33,347,303
U_33_16,通信etf增强,33,347,332
U_33_17,通信etf增强,33,347,340
U_33_18,通信etf增强,33,347,309
U_33_19,通信etf增强,33,347,316
U_34_00,酒etf增强,34,537,482
U_34_01,酒etf增强,34,537,486
U_34_02,酒etf增强,34,537,469
U_34_03,酒etf增强,34,537,465
U_34_04,酒etf增强,34,537,483
