datetime,symbol,action,price,quantity,amount,investor_id,type_id,type_label
2025-06-03,600038,BUY,96.24779347003405,267,25698.160856499093,T1_03,T1,长线分散
2025-08-13,600016,BUY,42.69416018821522,208,8880.385319148765,T1_03,T1,长线分散
2025-09-22,600049,SELL,81.58690059154625,442,36061.410061463444,T1_03,T1,长线分散
2025-09-30,600038,SELL,127.05301579465092,267,33923.15521717179,T1_03,T1,长线分散
2025-10-23,600016,SELL,36.14892766628829,208,7518.9769545879635,T1_03,T1,长线分散
2025-10-31,600017,BUY,35.64810611323275,325,11585.634486800644,T1_03,T1,长线分散
2025-12-04,600017,SELL,34.79928329287404,325,11309.767070184062,T1_03,T1,长线分散
2024-01-31,600031,BUY,42.90523313537221,463,19865.12294167733,T1_04,T1,长线分散
2024-04-18,600031,SELL,42.15142131975172,463,19516.108071045048,T1_04,T1,长线分散
2024-05-02,600037,BUY,34.66891257717638,804,27873.80571204981,T1_04,T1,长线分散
2024-05-06,600044,BUY,58.298125590988484,248,14457.935146565143,T1_04,T1,长线分散
2024-05-27,600035,BUY,47.15596645301395,564,26595.96507949987,T1_04,T1,长线分散
2024-07-10,600016,BUY,35.25541720199856,118,4160.1392298358305,T1_04,T1,长线分散
2024-07-12,600037,SELL,29.251972258833415,804,23518.585696102065,T1_04,T1,长线分散
2024-08-27,600035,SELL,50.80485328324572,564,28653.937251750587,T1_04,T1,长线分散
2024-09-25,600002,BUY,45.42875008339463,618,28074.967551537884,T1_04,T1,长线分散
2024-10-08,600044,SELL,59.530236486517815,248,14763.498648656418,T1_04,T1,长线分散
2024-10-08,600016,SELL,42.962806134946696,118,5069.61112392371,T1_04,T1,长线分散
2024-10-23,600046,BUY,42.92136155765711,213,9142.250011780963,T1_04,T1,长线分散
2024-12-26,600046,SELL,34.53034088728127,213,7354.962608990911,T1_04,T1,长线分散
2024-12-27,600002,SELL,47.20293189511715,618,29171.4119111824,T1_04,T1,长线分散
2025-03-06,600039,BUY,48.49896188164793,518,25122.462254693626,T1_04,T1,长线分散
2025-04-30,600027,BUY,60.510284599819784,39,2359.9010993929714,T1_04,T1,长线分散
2025-05-09,600018,BUY,53.79722682770976,110,5917.694951048074,T1_04,T1,长线分散
2025-06-30,600039,SELL,52.00118816034569,518,26936.61546705907,T1_04,T1,长线分散
2025-07-10,600018,SELL,69.97887430182801,110,7697.676173201082,T1_04,T1,长线分散
2025-08-14,600035,BUY,58.19665651681888,242,14083.590877070168,T1_04,T1,长线分散
2025-08-22,600035,BUY,59.48452909908378,468,27838.75961837121,T1_04,T1,长线分散
2025-09-19,600027,SELL,79.77095653220597,39,3111.067304756033,T1_04,T1,长线分散
2025-11-24,600036,BUY,8.754589690895086,2982,26106.186458249147,T1_04,T1,长线分散
2025-12-04,600035,SELL,65.44984322822474,242,15838.862061230386,T1_04,T1,长线分散
2025-12-04,600035,SELL,65.44984322822474,468,30630.526630809178,T1_04,T1,长线分散
2025-12-04,600036,SELL,8.741671491738074,2982,26067.664388362937,T1_04,T1,长线分散
2024-02-28,600001,BUY,45.62546948409085,188,8577.58826300908,T1_05,T1,长线分散
2024-07-08,600001,SELL,42.563239258085915,188,8001.888980520152,T1_05,T1,长线分散
2024-08-15,600008,BUY,43.75132712078392,417,18244.303409366894,T1_05,T1,长线分散
2024-10-04,600015,BUY,69.02067349947626,97,6695.005329449197,T1_05,T1,长线分散
2024-10-24,600017,BUY,45.19485241657981,97,4383.900684408242,T1_05,T1,长线分散
2024-11-12,600017,SELL,43.8968259638543,97,4257.992118493867,T1_05,T1,长线分散
2024-12-06,600046,BUY,39.19516321800568,635,24888.928643433606,T1_05,T1,长线分散
2025-01-02,600046,SELL,33.15296725113363,635,21052.134204469858,T1_05,T1,长线分散
2025-01-03,600008,SELL,43.87056077080393,417,18294.023841425238,T1_05,T1,长线分散
2025-02-24,600015,SELL,72.95563094979217,97,7076.6962021298405,T1_05,T1,长线分散
2025-03-24,600022,BUY,74.70052067377578,395,29506.705666141435,T1_05,T1,长线分散
2025-05-22,600022,SELL,63.414231555463104,395,25048.621464407926,T1_05,T1,长线分散
2025-07-08,600011,BUY,56.177913030060644,405,22752.054777174562,T1_05,T1,长线分散
2025-10-31,600011,SELL,57.067948981436956,405,23112.51933748197,T1_05,T1,长线分散
2025-11-11,600022,BUY,61.51946524942847,458,28175.91508423824,T1_05,T1,长线分散
2025-12-04,600022,SELL,68.16157629513017,458,31218.00194316962,T1_05,T1,长线分散
2024-01-29,600004,BUY,46.853903713684645,429,20100.32469317071,T1_06,T1,长线分散
2024-03-14,600023,BUY,50.299302721128484,111,5583.222602045262,T1_06,T1,长线分散
2024-04-19,600023,SELL,42.500749986967165,111,4717.583248553356,T1_06,T1,长线分散
2024-05-07,600004,SELL,56.2985374215614,429,24152.07255384984,T1_06,T1,长线分散
2024-07-03,600025,BUY,38.26293314539846,711,27204.945466378307,T1_06,T1,长线分散
2024-07-09,600028,BUY,23.663238354781736,767,18149.703818117592,T1_06,T1,长线分散
2024-07-31,600028,SELL,19.46173065996174,767,14927.147416190655,T1_06,T1,长线分散
2024-09-13,600025,SELL,37.43063324448635,711,26613.180236829798,T1_06,T1,长线分散
2024-10-18,600046,BUY,45.84647798779285,300,13753.943396337856,T1_06,T1,长线分散
2024-12-05,600046,SELL,38.273254464777416,300,11481.976339433224,T1_06,T1,长线分散
2025-03-05,600016,BUY,37.62764520510046,496,18663.312021729827,T1_06,T1,长线分散
2025-07-04,600013,BUY,51.731636653972146,79,4086.7992956637995,T1_06,T1,长线分散
2025-07-15,600019,BUY,81.06882454991752,279,22618.20204942699,T1_06,T1,长线分散
2025-07-25,600016,SELL,45.51713590033014,496,22576.499406563747,T1_06,T1,长线分散
2025-10-08,600019,SELL,76.79501796565447,279,21425.810012417594,T1_06,T1,长线分散
2025-11-18,600013,SELL,62.558008242560646,79,4942.082651162291,T1_06,T1,长线分散
2025-11-25,600036,BUY,8.781571698599116,315,2766.1950850587214,T1_06,T1,长线分散
2025-12-04,600036,SELL,8.741671491738074,315,2753.6265198974934,T1_06,T1,长线分散
2024-01-08,600024,BUY,47.97905502994825,622,29842.972228627812,T1_07,T1,长线分散
2024-01-18,600004,BUY,48.42565151528215,122,5907.929484864422,T1_07,T1,长线分散
2024-03-05,600024,SELL,63.65661407424613,622,39594.413954181095,T1_07,T1,长线分散
2024-05-02,600004,SELL,56.26822060232474,122,6864.722913483618,T1_07,T1,长线分散
2024-05-13,600044,BUY,56.50149380102083,330,18645.492954336874,T1_07,T1,长线分散
2024-06-18,600006,BUY,98.48864779390345,141,13886.899338940388,T1_07,T1,长线分散
2024-07-04,600006,SELL,83.44368797758489,141,11765.56000483947,T1_07,T1,长线分散
2024-07-05,600003,BUY,56.18521010214172,358,20114.305216566736,T1_07,T1,长线分散
2024-07-12,600038,BUY,64.12714195030857,245,15711.1497778256,T1_07,T1,长线分散
2024-10-09,600003,SELL,73.5427459006605,358,26328.303032436463,T1_07,T1,长线分散
2024-10-21,600044,SELL,56.50130928987193,330,18645.432065657737,T1_07,T1,长线分散
2024-10-24,600038,SELL,71.6117158320462,245,17544.87037885132,T1_07,T1,长线分散
2025-02-18,600032,BUY,71.72913487413696,357,25607.301150066894,T1_07,T1,长线分散
2025-03-18,600045,BUY,45.39996603980599,412,18704.786008400068,T1_07,T1,长线分散
2025-03-19,600040,BUY,68.60528225090883,75,5145.396168818163,T1_07,T1,长线分散
2025-03-31,600032,SELL,94.04417828715181,357,33573.7716485132,T1_07,T1,长线分散
2025-05-27,600045,SELL,59.87178960276949,412,24667.17731634103,T1_07,T1,长线分散
2025-07-03,600040,SELL,55.93840236239394,75,4195.380177179545,T1_07,T1,长线分散
2025-07-16,600012,BUY,87.66047152971035,240,21038.513167130484,T1_07,T1,长线分散
2025-08-28,600012,BUY,86.56067337139064,270,23371.38181027547,T1_07,T1,长线分散
2025-09-03,600022,BUY,64.67492343594894,34,2198.947396822264,T1_07,T1,长线分散
2025-10-30,600020,BUY,61.36204691400508,386,23685.750108805958,T1_07,T1,长线分散
2025-11-10,600045,BUY,90.8003158869448,207,18795.665388597576,T1_07,T1,长线分散
2025-12-03,600020,SELL,82.05955694654097,386,31674.98898136481,T1_07,T1,长线分散
2025-12-04,600012,SELL,91.74054312889865,240,22017.730350935675,T1_07,T1,长线分散
2025-12-04,600012,SELL,91.74054312889865,270,24769.946644802636,T1_07,T1,长线分散
2025-12-04,600022,SELL,68.16157629513017,34,2317.4935940344258,T1_07,T1,长线分散
2025-12-04,600045,SELL,91.47611647622932,207,18935.55611057947,T1_07,T1,长线分散
2024-01-25,600011,BUY,49.29545028101154,279,13753.43062840222,T1_08,T1,长线分散
2024-02-21,600046,BUY,47.168443905618794,347,16367.450035249722,T1_08,T1,长线分散
2024-03-28,600046,SELL,39.39337756355093,347,13669.502014552172,T1_08,T1,长线分散
2024-04-05,600018,BUY,45.626603094754756,102,4653.913515664985,T1_08,T1,长线分散
2024-05-14,600011,SELL,54.25018897066882,279,15135.802722816601,T1_08,T1,长线分散
2024-05-17,600018,SELL,37.507579729361076,102,3825.7731323948296,T1_08,T1,长线分散
2024-05-23,600050,BUY,53.050628071842866,149,7904.543582704587,T1_08,T1,长线分散
2024-07-08,600026,BUY,61.43485593487542,303,18614.761348267253,T1_08,T1,长线分散
2024-08-14,600050,SELL,59.018001785467,149,8793.682266034582,T1_08,T1,长线分散
2024-10-01,600026,SELL,67.14202102995377,303,20344.03237207599,T1_08,T1,长线分散
2024-10-31,600018,BUY,32.82983302460043,796,26132.547087581945,T1_08,T1,长线分散
2025-01-20,600018,SELL,43.02862816356206,796,34250.7880181954,T1_08,T1,长线分散
2025-02-11,600018,BUY,46.878561986041305,466,21845.40988549525,T1_08,T1,长线分散
2025-06-09,600018,SELL,61.22041206032457,466,28528.71202011125,T1_08,T1,长线分散
2025-08-07,600047,BUY,127.56462523818253,149,19007.129160489196,T1_08,T1,长线分散
2025-08-20,600023,BUY,44.28491614660047,235,10406.95529445111,T1_08,T1,长线分散
2025-08-25,600047,SELL,107.52920084582549,149,16021.850926027997,T1_08,T1,长线分散
2025-12-04,600023,SELL,43.04542314128339,235,10115.674438201597,T1_08,T1,长线分散
2024-03-11,600023,BUY,50.980929200442425,55,2803.9511060243335,T1_09,T1,长线分散
2024-04-16,600023,SELL,42.8164856843104,55,2354.906712637072,T1_09,T1,长线分散
2024-06-05,600022,BUY,73.35167414323462,338,24792.8658604133,T1_09,T1,长线分散
2024-06-25,600022,SELL,62.324788795008125,338,21065.778612712747,T1_09,T1,长线分散
2024-07-30,600008,BUY,45.079028377499355,397,17896.374265867245,T1_09,T1,长线分散
2024-09-04,600008,SELL,38.250121935653155,397,15185.298408454302,T1_09,T1,长线分散
2024-10-02,600011,BUY,48.48424233479119,288,13963.461792419863,T1_09,T1,长线分散
2024-10-15,600049,BUY,51.29981302586659,291,14928.245590527178,T1_09,T1,长线分散
2024-11-26,600049,SELL,47.559820035504224,291,13839.907630331729,T1_09,T1,长线分散
2025-01-22,600029,BUY,78.2628435830513,266,20817.916393091647,T1_09,T1,长线分散
2025-01-28,600011,SELL,58.01762265752458,288,16709.07532536708,T1_09,T1,长线分散
2025-02-07,600002,BUY,49.34134127307025,351,17318.810786847658,T1_09,T1,长线分散
2025-02-10,600029,SELL,65.99302474441686,266,17554.144582014884,T1_09,T1,长线分散
2025-02-25,600015,BUY,73.45400096839046,361,26516.894349588954,T1_09,T1,长线分散
2025-03-28,600015,SELL,90.6630611023455,361,32729.365057946725,T1_09,T1,长线分散
2025-06-02,600009,BUY,49.43383411164338,474,23431.63736891896,T1_09,T1,长线分散
2025-06-06,600002,SELL,64.51241202060214,351,22643.856619231352,T1_09,T1,长线分散
2025-07-04,600050,BUY,85.82609567646823,232,19911.654196940628,T1_09,T1,长线分散
2025-09-09,600050,SELL,82.06375097250448,232,19038.79022562104,T1_09,T1,长线分散
2025-09-15,600009,SELL,41.21074966372633,474,19533.895340606283,T1_09,T1,长线分散
2025-12-03,600039,BUY,52.58627911557182,258,13567.260011817529,T1_09,T1,长线分散
2025-12-04,600039,SELL,51.645738522684766,258,13324.60053885267,T1_09,T1,长线分散
2024-01-04,600018,BUY,49.19281288693548,591,29072.95241617887,T1_10,T1,长线分散
2024-01-05,600028,BUY,46.780783991993005,188,8794.787390494685,T1_10,T1,长线分散
2024-02-01,600028,SELL,37.31345949472118,188,7014.930385007582,T1_10,T1,长线分散
2024-03-28,600016,BUY,39.91711873596249,245,9779.69409031081,T1_10,T1,长线分散
2024-04-16,600018,SELL,41.76610747980953,591,24683.76952056743,T1_10,T1,长线分散
2024-06-27,600018,BUY,32.22698341603722,435,14018.737785976191,T1_10,T1,长线分散
2024-07-11,600016,SELL,35.625344576738605,245,8728.209421300959,T1_10,T1,长线分散
2024-07-23,600021,BUY,55.4412863636381,56,3104.7120363637337,T1_10,T1,长线分散
2024-09-17,600018,SELL,40.197757430040845,435,17486.02448206777,T1_10,T1,长线分散
2024-12-17,600021,SELL,59.2453689513153,56,3317.7406612736568,T1_10,T1,长线分散
2025-02-13,600001,BUY,41.01350186464801,65,2665.8776212021207,T1_10,T1,长线分散
2025-05-13,600001,SELL,53.3842993209979,65,3469.979455864863,T1_10,T1,长线分散
2025-09-16,600021,BUY,101.85640759153998,188,19149.004627209517,T1_10,T1,长线分散
2025-11-28,600003,BUY,114.20002758229295,215,24553.005930192983,T1_10,T1,长线分散
2025-12-04,600021,SELL,100.05163190748856,188,18809.706798607847,T1_10,T1,长线分散
2025-12-04,600003,SELL,115.30684464345329,215,24790.971598342458,T1_10,T1,长线分散
2024-01-01,600034,BUY,49.41000240734198,228,11265.480548873971,T1_11,T1,长线分散
2024-01-26,600041,BUY,51.746032518556675,411,21267.619365126793,T1_11,T1,长线分散
2024-03-29,600034,SELL,51.53358070950951,228,11749.656401768169,T1_11,T1,长线分散
2024-04-19,600047,BUY,45.34298122496864,45,2040.4341551235889,T1_11,T1,长线分散
2024-05-21,600041,SELL,69.63657309588288,411,28620.631542407864,T1_11,T1,长线分散
2024-06-05,600022,BUY,73.35167414323462,382,28020.339522715625,T1_11,T1,长线分散
2024-06-21,600035,BUY,46.835863976254835,228,10678.576986586102,T1_11,T1,长线分散
2024-06-25,600022,SELL,62.324788795008125,382,23808.069319693102,T1_11,T1,长线分散
2024-07-17,600041,BUY,60.69606505020364,395,23974.94569483044,T1_11,T1,长线分散
2024-07-23,600047,SELL,42.26736342133801,45,1902.0313539602105,T1_11,T1,长线分散
2024-08-21,600041,BUY,52.01602763562603,232,12067.71841146524,T1_11,T1,长线分散
2024-09-02,600035,SELL,49.29785684908296,228,11239.911361590915,T1_11,T1,长线分散
2024-09-05,600041,SELL,51.48540984652785,395,20336.736889378502,T1_11,T1,长线分散
2024-09-10,600032,BUY,80.05254441806055,44,3522.311954394664,T1_11,T1,长线分散
2024-11-07,600041,SELL,44.06161615014899,232,10222.294946834567,T1_11,T1,长线分散
2024-12-05,600032,SELL,67.58308539371558,44,2973.6557573234854,T1_11,T1,长线分散
2024-12-18,600013,BUY,41.0871254697985,636,26131.411798791847,T1_11,T1,长线分散
2025-01-29,600050,BUY,69.52659232460591,263,18285.493781371355,T1_11,T1,长线分散
2025-03-03,600004,BUY,56.432604845960334,40,2257.3041938384135,T1_11,T1,长线分散
2025-03-14,600004,BUY,60.67818931135896,271,16443.78930337828,T1_11,T1,长线分散
2025-04-09,600013,SELL,54.435381780572044,636,34620.90281244382,T1_11,T1,长线分散
2025-05-01,600031,BUY,46.86863479775838,313,14669.882691698374,T1_11,T1,长线分散
2025-05-26,600011,BUY,54.43800263942226,216,11758.608570115208,T1_11,T1,长线分散
2025-06-02,600004,SELL,73.65099478498074,40,2946.0397913992297,T1_11,T1,长线分散
2025-06-05,600050,SELL,84.66953088087362,263,22268.08662166976,T1_11,T1,长线分散
2025-06-09,600004,SELL,79.70402780270223,271,21599.791534532305,T1_11,T1,长线分散
2025-07-02,600033,BUY,51.152905925572135,543,27776.02791758567,T1_11,T1,长线分散
2025-08-04,600031,SELL,38.920588668106745,313,12182.14425311741,T1_11,T1,长线分散
2025-08-19,600042,BUY,158.96095446950363,32,5086.750543024116,T1_11,T1,长线分散
2025-09-02,600016,BUY,39.12892409013287,589,23046.93628908826,T1_11,T1,长线分散
2025-09-11,600015,BUY,105.21312654059729,47,4945.016947408072,T1_11,T1,长线分散
2025-09-18,600011,SELL,58.122163279694206,216,12554.387268413948,T1_11,T1,长线分散
2025-09-19,600020,BUY,77.45686329408872,381,29511.064915047802,T1_11,T1,长线分散
2025-10-13,600020,SELL,62.43723035511295,381,23788.584765298034,T1_11,T1,长线分散
2025-10-15,600003,BUY,92.33306875635411,56,5170.65185035583,T1_11,T1,长线分散
2025-10-27,600033,SELL,43.42618399363571,543,23580.41790854419,T1_11,T1,长线分散
2025-11-21,600003,SELL,122.10925718410948,56,6838.1184023101305,T1_11,T1,长线分散
2025-11-25,600022,BUY,64.37288351136401,48,3089.898408545472,T1_11,T1,长线分散
2025-12-03,600038,BUY,140.65860216577175,135,18988.911292379187,T1_11,T1,长线分散
2025-12-04,600042,SELL,177.61905433160555,32,5683.809738611378,T1_11,T1,长线分散
2025-12-04,600016,SELL,37.15891877627764,589,21886.60315922753,T1_11,T1,长线分散
2025-12-04,600015,SELL,124.12867708621937,47,5834.04782305231,T1_11,T1,长线分散
2025-12-04,600022,SELL,68.16157629513017,48,3271.7556621662484,T1_11,T1,长线分散
2025-12-04,600038,SELL,142.0475288503808,135,19176.416394801407,T1_11,T1,长线分散
2024-03-14,600043,BUY,55.50429204219617,255,14153.594470760023,T1_12,T1,长线分散
2024-04-26,600028,BUY,31.348849518566794,710,22257.683158182423,T1_12,T1,长线分散
2024-05-16,600030,BUY,38.04484965277692,496,18870.24542777735,T1_12,T1,长线分散
2024-05-22,600043,SELL,47.09347242722686,255,12008.835468942849,T1_12,T1,长线分散
2024-05-28,600028,SELL,26.453940740339238,710,18782.297925640858,T1_12,T1,长线分散
2024-07-16,600037,BUY,29.526590853990804,554,16357.731333110905,T1_12,T1,长线分散
2024-08-20,600032,BUY,88.44174088376442,249,22021.993480057343,T1_12,T1,长线分散
2024-09-25,600032,SELL,73.83637942534949,249,18385.258476912022,T1_12,T1,长线分散
2024-10-04,600047,BUY,42.48335111608204,437,18565.22443772785,T1_12,T1,长线分散
2024-10-18,600037,SELL,24.834838319836532,554,13758.500429189438,T1_12,T1,长线分散
2024-10-24,600030,SELL,40.30417298426169,496,19990.8698001938,T1_12,T1,长线分散
2024-12-06,600028,BUY,15.859562966747164,961,15241.040011044026,T1_12,T1,长线分散
2024-12-26,600028,BUY,16.807568033913007,415,6975.140734073898,T1_12,T1,长线分散
2025-01-31,600001,BUY,43.05197517989642,379,16316.698593180741,T1_12,T1,长线分散
2025-02-10,600028,SELL,14.208900999672819,415,5896.69391486422,T1_12,T1,长线分散
2025-02-27,600028,SELL,13.223640416045782,961,12707.918439819998,T1_12,T1,长线分散
2025-03-05,600047,SELL,54.53191761246601,437,23830.447996647647,T1_12,T1,长线分散
2025-03-05,600032,BUY,69.65321911579613,406,28279.20696101323,T1_12,T1,长线分散
2025-03-28,600032,SELL,92.87671838391344,406,37707.94766386886,T1_12,T1,长线分散
2025-04-28,600001,SELL,46.57877329241249,379,17653.355077824333,T1_12,T1,长线分散
2025-09-22,600023,BUY,43.256901126435736,474,20503.77113393054,T1_12,T1,长线分散
2025-10-27,600032,BUY,90.82371305378581,233,21161.925141532094,T1_12,T1,长线分散
2025-11-20,600042,BUY,189.98206189249686,36,6839.354228129887,T1_12,T1,长线分散
2025-12-04,600023,SELL,43.04542314128339,474,20403.53056896833,T1_12,T1,长线分散
2025-12-04,600032,SELL,83.70920189809154,233,19504.244042255326,T1_12,T1,长线分散
2025-12-04,600042,SELL,177.61905433160555,36,6394.2859559378,T1_12,T1,长线分散
2024-04-12,600039,BUY,49.495179953393034,445,22025.3550792599,T1_13,T1,长线分散
2024-08-26,600039,SELL,53.00866950397947,445,23588.857929270864,T1_13,T1,长线分散
2024-09-27,600049,BUY,53.755455402829064,294,15804.103888431744,T1_13,T1,长线分散
2024-11-12,600001,BUY,45.332356065469455,363,16455.64525176541,T1_13,T1,长线分散
2024-11-29,600049,SELL,44.86166847878119,294,13189.33053276167,T1_13,T1,长线分散
2024-12-12,600017,BUY,39.866529832445764,687,27388.30599489024,T1_13,T1,长线分散
2024-12-25,600001,SELL,38.36912454162436,363,13927.992208609643,T1_13,T1,长线分散
2025-01-09,600016,BUY,38.79421697717865,258,10008.907980112092,T1_13,T1,长线分散
2025-03-04,600039,BUY,48.11476850159527,560,26944.27036089335,T1_13,T1,长线分散
2025-03-14,600041,BUY,69.29090360212032,221,15313.289696068592,T1_13,T1,长线分散
2025-04-22,600028,BUY,15.023905466319972,746,11207.8334778747,T1_13,T1,长线分散
2025-05-23,600041,SELL,90.81009689521544,221,20069.03141384261,T1_13,T1,长线分散
2025-05-30,600017,SELL,38.05367127119246,687,26142.872163309217,T1_13,T1,长线分散
